RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
,,,,,,,Duty,473,Takes up at 21:35 Constitution Hill,,,,,
23,,,Merrion Square,,11:30,,,,Constitution Hill (Stop #1619),,21:35,,,
,,,Constitution Hill (Stop #1619),12:05,,23,,,Charlestown SC,,22:20,,,
,Duty,454,Takes Bus 13 at 13:10 at Broadstone,,,,,,,,,,,
,,,,,,24,,,Merrion Square,,23:30,,,
,Duty,421,Takes up at 12:05 Constitution Hill,,,,,,,,,,,
,,,Constitution Hill (Stop #1619),,12:05,SPL,,,Dublin Airport,00:50,,,,
23,,,Charlestown SC,,12:40,,,,Phibsboro Garage,01:25,,,,
,,,,,,,Duty,473,Takes Bus 21 at 02:52 at Phibsboro Garage,,,,,
23,,,Merrion Square,,13:50,,,,,,,,,
,,,,,,,Duty,471,Reports at 02:22,,,,,
23,,,Charlestown SC,,15:00,,,,Departs Garage,,02:25,,,
,,,,,,SPL,,,Dublin Airport,,03:00,,,
23,,,Merrion Square,,16:10,24,,,,,,,,
,,,Constitution Hill (Stop #1619),16:50,,,,,Merrion Square,,04:00,,,
,Duty,421,Takes Bus 1 at 18:10 at Broadstone,,,24,,,,,,,,
,,,,,,,,,Dublin Airport,05:00,,,,
,,,,,,SPL,,,Phibsboro Garage,05:35,,,,
,,,,,,,Finish,Duty,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 13,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,413,Reports at 05:37,,,,Duty,436,Reports at 21:12,,,,,
SPL,,,Departs Garage,,05:45,SPL,,,Departs Garage,,21:15,,,
23,,,Charlestown SC,,06:20,24,,,Merrion Square,,21:40,,,
,,,,,,,,,,,,,,
24,,,Merrion Square,,07:40,SPL,,,Dublin Airport,23:00,,,,
,,,,,,,,,Phibsboro Garage,23:35,,,,
24,,,Dublin Airport,,09:10,,Finish,Duty,,,,,,
,,,Broadstone (Stop #190),10:10,,,,,,,,,,
,Duty,413,Takes Bus 18 at 11:25 at Constitution Hill,,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty,409,Takes up at 10:10 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,10:10,,,,,,,,,
24,,,Merrion Square,,10:40,,,,,,,,,
,,,,,,,,,,,,,,
24,,,Dublin Airport,,12:10,,,,,,,,,
,,,Broadstone (Stop #190),13:10,,,,,,,,,,
,Finish,Duty,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty,454,Takes up at 13:10 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,13:10,,,,,,,,,
24,,,Merrion Square,,13:40,,,,,,,,,
,,,,,,,,,,,,,,
24,,,Dublin Airport,,15:10,,,,,,,,,
,,,Broadstone (Stop #190),16:10,,,,,,,,,,
,Finish,Duty,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty,436,Takes up at 16:10 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,16:10,,,,,,,,,
23,,,Merrion Square,,16:50,,,,,,,,,
,,,,,,,,,,,,,,
23,,,Charlestown SC,,18:20,,,,,,,,,
,,,,,,,,,,,,,,
SPL,,,Merrion Square,19:30,,,,,,,,,,
,,,Phibsboro Garage,20:00,,,,,,,,,,
,Duty,436,Takes Bus 13 at 21:12 at Phibsboro Garage,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 14,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,414,Reports at 05:42,,,,,,,,,,,
SPL,,,Departs Garage,,05:50,,Duty,434,Takes up at 15:50 Constitution Hill,,,,,
24,,,Dublin Airport,,06:30,,,,Constitution Hill (Stop #1619),,15:50,,,
,,,,,,23,,,Charlestown SC,,16:40,,,
23,,,Merrion Square,,08:10,,,,,,,,,
,,,,,,24,,,Merrion Square,,18:00,,,
23,,,Charlestown SC,,09:20,,,,Constitution Hill (Stop #1619),18:35,,,,
,,,,,,,Duty,434,Takes Bus 4 at 19:55 at Broadstone,,,,,
23,,,Merrion Square,,10:30,,,,,,,,,
,,,Constitution Hill (Stop #1619),11:05,,,Duty,429,Takes up at 18:35 Constitution Hill,,,,,
,Finish,Duty,,,,,,,Constitution Hill (Stop #1619),,18:35,,,
,,,,,,24,,,Dublin Airport,,19:30,,,
,Duty,406,Takes up at 11:05 Constitution Hill,,,,,,,,,,,
,,,Constitution Hill (Stop #1619),,11:05,24,,,Merrion Square,,21:00,,,
23,,,Charlestown SC,,11:40,,,,,,,,,
,,,Broadstone (Stop #190),12:20,,SPL,,,Dublin Airport,22:30,,,,
,Finish,Duty,,,,,,,Phibsboro Garage,23:05,,,,
,,,,,,,Finish,Duty,,,,,,
,Duty,423,Takes up at 12:20 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,12:20,,,,,,,,,
23,,,Merrion Square,,12:50,,,,,,,,,
,,,,,,,,,,,,,,
23,,,Charlestown SC,,14:00,,,,,,,,,
,,,,,,,,,,,,,,
23,,,Merrion Square,,15:10,,,,,,,,,
,,,Constitution Hill (Stop #1619),15:50,,,,,,,,,,
,Duty,423,Taake bus 12 16:50 Constitution Hill,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 15,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,415,Reports at 05:57,,,,Duty,431,Reports 19:07 Garage,,,,,
SPL,,,Departs Garage,,06:05,SPL,,,Departs Garage,,19:10,,,
23,,,Charlestown SC,,06:40,24,,,Merrion Square,,19:40,,,
,,,,,,,,,,,,,,
24,,,Merrion Square,,08:00,24,,,Dublin Airport,,21:10,,,
,,,,,,,,,,,,,,
24,,,Dublin Airport,,09:30,,,,Merrion Square,22:40,,,,
,,,Broadstone (Stop #190),10:30,,SPL,,,Phibsboro Garage,23:10,,,,
,Duty,415,Takes Bus 15 at 11:35 at Constitution Hill,,,,Finish,Duty,,,,,,
,,,,,,,,,,,,,,
,Duty,405,Takes up at 10:30 Broadstone,,,23,,,,,,,,
,,,Broadstone (Stop #190),,10:30,,,,,,,,,
24,,,Merrion Square,,11:00,23,,,,,,,,
,,,Constitution Hill (Stop #1619),11:35,,,,,,,,,,
,Finish,Duty,,,,SPL,,,,,,,,
,,,,,,,,,,,,,,
,Duty,415,Takes up at 11:35 Constitution Hill,,,,,,,,,,,
,,,Constitution Hill (Stop #1619),,11:35,,,,,,,,,
24,,,Dublin Airport,,12:30,,,,,,,,,
,,,Broadstone (Stop #190),13:30,,,,,,,,,,
,Finish,Duty,,,,SPL,,,,,,,,
,,,,,,24,,,,,,,,
,Duty,426,Takes up at 13:30 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,13:30,24,,,,,,,,
24,,,Merrion Square,,14:00,,,,,,,,,
,,,,,,SPL,,,,,,,,
24,,,Dublin Airport,,15:30,,,,,,,,,
,,,Broadstone (Stop #190),16:30,,,,,,,,,,
,Duty,426,Takes Bus 10 at 18:05 at Constitution Hill,,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty,438,Takes up at 16:30 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,16:30,,,,,,,,,
23,,,Merrion Square,,17:10,,,,,,,,,
SPL,,,Charlestown SC,18:30,,,,,,,,,,
,,,Phibsboro Garage,19:00,,,,,,,,,,
,Duty,438,Takes Bus 8 at 20:15 at Broadstone,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 16,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,416,Reports at 06:02,,,,,,,,,,,
SPL,,,Departs Garage,,06:10,SPL,,,,,,,,
24,,,Merrion Square,,06:40,24,,,,,,,,
,,,,,,,,,,,,,,
24,,,Dublin Airport,,08:10,SPL,,,,,,,,
,,,,,,,,,,,,,,
24,,,Merrion Square,09:55,,,,,,,,,,
,,,Phibsboro Garage,10:20,,,,,,,,,,
,Duty,416,Takes Bus 8 at 11:30 at Broadstone,,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty,437,Reports at 16:12,,,,,,,,,,,
,,,Departs Garage,,16:15,,,,,,,,,
23,,,Charlestown SC,,17:00,,,,,,,,,
,,,,,,,,,,,,,,
24,,,Merrion Square,,18:20,,,,,,,,,
,,,,,,,,,,,,,,
24,,,Dublin Airport,,19:50,,,,,,,,,
,,,Broadstone (#190),20:40,,,,,,,,,,
,Duty,437,Takes bus 17 21:50 Broadstone,,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty ,471,Takes up 20:40,,,,,,,,,,,
,,,Broadstone (#190),,20:40,,,,,,,,,
,,,,,,,,,,,,,,
24,,,Merrion Square,,21:20,,,,,,,,,
,,,,,,,,,,,,,,
24,,,Dublin Airport,,23:05,,,,,,,,,
,,,,,,,,,,,,,,
,,,Dublin Airport,00:25,,,,,,,,,,
,,,,,,,,,,,,,,
,,,Phibsboro Garage,00:55,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty,471,TAKE BUS 12 02:25 GARAGE,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 17,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,417,Reports at 06:37,,,,Duty,429,Reports at 15:12,,,,,
SPL,,,Departs Garage,,06:45,SPL,,,Departs Garage,,15:15,,,
24,,,Merrion Square,,07:20,24,,,Dublin Airport,,16:10,,,
,,,,,,,,,Broadstone (Stop #190),17:15,,,,
24,,,Dublin Airport,,08:50,,Duty,429,Takes Bus 14 at 18:35 at Constitution Hill,,,,,
,,,,,,,,,,,,,,
SPL,,,Merrion Square,10:20,,,Duty,427,Takes up at 17:15 Broadstone,,,,,
,,,Phibsboro Garage,10:50,,,,,Broadstone (Stop #190),,17:15,,,
,Duty,417,Takes Bus 4 at 12:15 at Constitution Hill,,,23,,,Merrion Square,,17:50,,,
,,,,,,,,,,,,,,
,,,,,,23,,,Charlestown SC,,19:00,,,
,Duty,420,Reports at 11:42,,,,,,,,,,,
SPL,,,Departs Garage,,11:50,23,,,Merrion Square,,20:10,,,
24,,,Merrion Square,,12:20,,,,,,,,,
,,,,,,23,,,Charlestown SC,,21:20,,,
SPL,,,Dublin Airport,13:50,,,,,Broadstone (Stop #190),21:50,,,,
,,,Phibsboro Garage,14:30,,,Finish,Duty,,,,,,
,Duty,420,Takes Bus 20 at 15:50 at Broadstone,,,,,,,,,,,
,,,,,,,Duty,437,Takes up at 21:50 Broadstone,,,,,
,,,,,,,,,Broadstone (Stop #190),,21:50,,,
,,,,,,24,,,Merrion Square,,22:20,,,
,,,,,,,,,,,,,,
,,,,,,SPL,,,Dublin Airport,23:40,,,,
,,,,,,,,,Phibsboro Garage,00:15,,,,
,,,,,,,Finish,Duty,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 18,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,418,Reports at 07:47,,,,,,,,,,,
SPL,,,Departs Garage,,07:55,,Duty,425,Takes up at 18:57 Garage,,,,,
23,,,Merrion Square,,08:30,,,,Departs Garage,,19:00,,,
,,,,,,23,,,Merrion Square,,19:30,,,
23,,,Charlestown SC,,09:40,,,,,,,,,
,,,,,,23,,,Charlestown SC,,20:40,,,
23,,,Merrion Square,,10:50,,,,Broadstone (Stop #190),21:10,,,,
,,,Constitution Hill (Stop #1619),11:25,,,Finish ,Duty,,,,,,
,Duty,418,Takes Bus 20 at 12:50 Broadstone,,,,,,,,,,,
,Duty,413,Takes up 11:25,,,,Duty,440,Takes up 21:10,,,,,
,,,Constitution Hill (Stop #1619),,11:25,,,,Broadstone (Stop #190),,21:10,,,
23,,,Charlestown SC,,12:00,23,,,Merrion Square,,22:10,,,
,,,Broadstone (Stop #190),12:40,,,,,,,,,,
,Finish ,Duty,,,,23,,,Charlestown SC,,23:10,,,
,Duty ,425,Takes up 12:40,,,,,,,,,,,
,,,Broadstone (Stop #190),,12:40,,,,Merrion Square,00:10,,,,
23,,,Merrion Square,,13:10,SPL,,,Phibs Garage,00:40,,,,
,,,,,,,Finish ,Duty,,,,,,
23,,,Charlestown SC,,14:20,,,,,,,,,
,,,,,,,,,,,,,,
23,,,Merrion Square,,15:30,,,,,,,,,
,,,,,,,,,,,,,,
,,,Charlestown SC,17:00,,,,,,,,,,
,,,Phibs Garage,17:40,,,,,,,,,,
,Duty,425,Take bus 18 18:57 Garage,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 19,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,452,Reports at 08:07,,,,,,,,,,,
SPL,,,Departs Garage,,08:15,,Duty,424,Takes up at 18:00 Broadstone,,,,,
23,,,Merrion Square,,08:50,,,,Broadstone (Stop #190),,18:00,,,
,,,,,,24,,,Merrion Square,,18:40,,,
23,,,Charlestown SC,,10:00,,,,,,,,,
,,,,,,24,,,Dublin Airport,,20:10,,,
23,,,Merrion Square,,11:10,,,,,,,,,
,,,Constitution Hill (Stop #1619),11:45,,SPL,,,Merrion Square,21:25,,,,
,Duty,452,Take bus 1 13:02 Garage,,,,,,,,,,,
,Duty,419,Takes up 11:45,,,,,,,,,,,
,,,Constitution Hill (Stop #1619),,11:45,,,,Phibsboro Garage,21:55,,,,
23,,,Charlestown SC,,12:20,,Finish,Duty,,,,,,
,,,,,,,,,,,,,,
23,,,Merrion Square,,13:30,,,,,,,,,
,,,,,,,Duty,474,Reports at 21:57,,,,,
23,,,Charlestown SC,,14:40,SPL,,,Departs Garage,,22:00,,,
,,,Broadstone (Stop #190),15:20,,24,,,Dublin Airport,,22:35,,,
,Duty,419,Take bus 7 17:00 Broadstone,,,,,,,,,,,
,Duty,431,Takes up 15:20,,,SPL,,,Merrion Square,23:55,,,,
,,,Broadstone (Stop #190),,15:20,,,,,,,,,
23,,,Merrion Square,,15:50,,,,,,,,,
,,,,,,,,,Phibsboro Garage,00:25,,,,
23,,,Charlestown SC,,17:20,,Duty,474,Take Bus 23 03:22 Garage,,,,,
,,,Broadstone (Stop #190),18:00,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Duty,431,Takes Bus 15 at 19:07 at Phibsboro Garage,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 20,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,,,,,,,,,,,,,,
,Duty,412,Reports at 09:42,,,,,,,,,,,
SPL,,,Departs Garage,,09:50,,Duty,472,Takes up at 20:50 Broadstone,,,,,
24,,,Merrion Square,,10:20,,,,Broadstone (Stop #190),,20:50,,,
,,,,,,23,,,Merrion Square,,21:30,,,
24,,,Dublin Airport,,11:50,,,,,,,,,
,,,Broadstone (Stop #190),12:50,,23,,,Charlestown SC,,22:40,,,
,Finish,Duty,,,,,,,,,,,,
,,,,,,23,,,Merrion Square,,23:45,,,
,Duty,418,Takes up at 12:50 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,12:50,SPL,,,Charlestown SC,00:45,,,,
24,,,Merrion Square,,13:20,,,,Phibsboro Garage,01:15,,,,
,,,,,,,Duty,472,Takes Bus 22 at 03:02 at Phibsboro Garage,,,,,
24,,,Dublin Airport,,14:50,,,,,,,,,
,,,Broadstone (Stop #190),15:50,,,,,,,,,,
,Duty,426,Takes Bus 17 at 17:15 at Broadstone,,,SPL,,,,,,,,
,,,,,,24,,,,,,,,
,Duty,420,Takes up at 15:50 Broadstone,,,,,,,,,,,
,,,Broadstone (Stop #190),,15:50,24,,,,,,,,
23,,,Merrion Square,,16:30,,,,,,,,,
,,,,,,SPL,,,,,,,,
23,,,Charlestown SC,,18:00,,,,,,,,,
,,,,,,,,,,,,,,
23,,,Merrion Square,,19:10,,,,,,,,,
,,,,,,,,,,,,,,
23,,,Charlestown SC,,20:20,,,,,,,,,
,,,Broadstone (Stop #190),20:50,,,,,,,,,,
,Finish,Duty,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 21,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,Duty,473,Reports at 02:52,,,,,,,,,,,
,,,Departs Garage,,02:55,,,,,,,,,
24,,,Dublin Airport,,03:30,,,,,,,,,
,,,,,,,,,,,,,,
,,,Merrion Square,,04:30,,,,,,,,,
24,,,,,,,,,,,,,,
,,,Dublin Airport,05:30,,,,,,,,,,
,,,Phibsboro Garage,06:05,,,,,,,,,,
,Finish,Duty,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 22,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,Duty,472,Reports at 03:02,,,,,,,,,,,
,,,Departs Garage,,03:05,,,,,,,,,
24,,,Merrion Square,,03:30,,,,,,,,,Dublin Airport
,,,,,,,,,,,,,,
24,,,Dublin Airport,,04:30,,,,,,,,,
,,,,,,,,,,,,,,
,,,Merrion Sq,05:30,,,,,,,,,,
,,,Phibsboro Garage,05:55,,,,,,,,,,
,Finish,Duty,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Monday to Friday,,,,,BUS 23,23.08.26,,,,
,,,,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep,,,
,Duty,474,Reports at 03:22,,,,,,,,,,,
,,,Departs Garage,,03:25,,,,,,,,,
24,,,Dublin Airport,,04:00,,,,,,,,,
,,,,,,,,,,,,,,
,,,Merrion Square,,05:00,,,,,,,,,
24,,,,,,,,,,,,,,
,,,Dublin Airport,06:00,,,,,,,,,,
,,,Phibsboro Garage,06:35,,,,,,,,,,
,Finish,Duty,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
