RUNNING BOARD,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep
,,,,,,,,,,,
,Duty,453,Reports at 08:42,,,,,,,,
SPL,,,Departs Garage,,08:50,,Duty,427,Takes up at 19:05 Broadstone,,
23,,,Merrion Square,,09:10,,,,Broadstone (Stop #190),,19:05
,,,,,,24,,,Merrion Square,,19:30
23,,,Charlestown SC,,10:10,,,,,,
,,,,,,24,,,Dublin Airport,,20:55
24,,,Merrion Square,,11:20,,,,,,
,,,Constitution Hill (Stop #1619),11:50,,23,,,Merrion Square,,22:15
,Duty,453,Takes Bus 5 at 14:40 at Broadstone,,,,,,,,
,,,,,,SPL,,,Charlestown SC,23:15,
,Duty,416,Takes up at 11:50 Constitution Hill,,,,,,Phibsboro Garage,23:40,
,,,Constitution Hill (Stop #1619),,11:50,,Finish,Duty,,,
24,,,Dublin Airport,,13:00,,,,,,
,,,,,,,,,,,
23,,,Merrion Square,,14:30,,,,,,
,,,Constitution Hill (Stop #1619),15:05,,,,,,,
,Duty,416,Takes Bus 7 at 16:05 at Constitution Hill,,,,,,,,
,,,,,,,,,,,
,Duty,424,Takes up at 15:05 Constitution Hill,,,,,,,,
,,,Constitution Hill (Stop #1619),,15:05,,,,,,
23,,,Charlestown SC,,15:50,,,,,,
,,,,,,,,,,,
23,,,Merrion Square,,17:10,,,,,,
,,,,,,,,,,,
23,,,Charlestown SC,,18:30,,,,,,
,,,Broadstone (Stop #190),19:05,,,,,,,
,Duty,424,Takes Bus 18 at 20:45 at Broadstone,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Saturday,,,,,BUS 15,19.10.2025,
,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep
,,,,,,,,,,,
,Duty,454,Reports at 08:52,,,,Duty,471,Reports at 20:07,,
SPL,,,Departs Garage,,09:00,SPL,,,Departs Garage,,20:10
24,,,Dublin Airport,,09:40,24,,,Merrion Square,,20:30
,,,,,,,,,,,
23,,,Merrion Square,,11:10,24,,,Dublin Airport,,21:55
,,,Constitution Hill (Stop #1619),11:40,,,,,,,
,Duty,454,Takes Bus 9 at 12:45 at Constitution Hill,,,23,,,Merrion Square,,23:20
,,,,,,,,,,,
,Duty,415,Takes up at 11:40 Constitution Hill,,,SPL,,,Charlestown SC,00:20,
,,,Constitution Hill (Stop #1619),,11:40,,,,Phibsboro Garage,00:45,
23,,,Charlestown SC,,12:30,,Duty,471,Takes Bus 9 at 02:27 at Phibsboro Garage,,
,,,,,,,,,,,
24,,,Merrion Square,,13:40,,,,,,
,,,,,,,,,,,
24,,,Dublin Airport,,15:20,,,,,,
,,,Broadstone (Stop #190),16:20,,,,,,,
,Duty,415,Takes Bus 9 at 17:20 at Broadstone,,,,,,,,
,,,,,,,,,,,
,Duty,452,Takes up at 16:20 Broadstone,,,,,,,,
,,,Broadstone (Stop #190),,16:20,,,,,,
24,,,Merrion Square,,17:00,,,,,,
,,,,,,,,,,,
SPL,,,Dublin Airport,18:40,,,,,,,
,,,Phibsboro Garage,19:10,,,,,,,
,Finish,Duty,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Saturday,,,,,BUS 16,19.10.2025,
,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep
,,,,,,,,,,,
,Duty,456,Reports at 09:37,,,,Duty,429,Reports at 20:17,,
SPL,,,Departs Garage,,09:45,SPL,,,Departs Garage,,20:20
23,,,Merrion Square,,10:10,23,,,Merrion Square,,20:45
,,,,,,,,,,,
23,,,Charlestown SC,,11:30,23,,,Charlestown SC,,22:00
,,,,,,,,,,,
24,,,Merrion Square,,12:40,24,,,Merrion Square,,23:00
,,,Constitution Hill (Stop #1619),13:15,,,,,,,
,Duty,456,Takes Bus 12 at 16:10 at Broadstone,,,SPL,,,Dublin Airport,00:20,
,,,,,,,,,Phibsboro Garage,00:50,
,Duty,411,Takes up at 13:15 Constitution Hill,,,,Finish,Duty,,,
,,,Constitution Hill (Stop #1619),,13:15,,,,,,
24,,,Dublin Airport,,14:20,,,,,,
,,,Broadstone (Stop #190),15:20,,,,,,,
,Finish,Duty,,,,,,,,,
,,,,,,,,,,,
,Duty,426,Takes up at 15:20 Broadstone,,,,,,,,
,,,Broadstone (Stop #190),,15:20,,,,,,
23,,,Merrion Square,,15:50,,,,,,
,,,,,,,,,,,
23,,,Charlestown SC,,17:10,,,,,,
,,,,,,,,,,,
SPL,,,Merrion Square,18:20,,,,,,,
,,,Phibsboro Garage,18:40,,,,,,,
,Duty,426,Takes Bus 13 at 19:52 at Phibsboro Garage,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Saturday,,,,,BUS 17,19.10.2025,
,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep
,,,,,,,,,,,
,Duty,403,Reports at 09:52,,,,,,,,
SPL,,,Departs Garage,,10:00,,Duty,428,Takes up at 22:15 Broadstone,,
23,,,Charlestown SC,,10:30,,,,Broadstone (Stop #190),,22:15
,,,,,,23,,,Merrion Square,,22:45
24,,,Merrion Square,,11:40,,,,,,
,,,Constitution Hill (Stop #1619),12:15,,SPL,,,Charlestown SC,23:45,
,Finish,Duty,,,,,,,Phibsboro Garage,00:10,
,,,,,,,Finish,Duty,,,
,Duty,418,Takes up at 12:15 Constitution Hill,,,,,,,,
,,,Constitution Hill (Stop #1619),,12:15,,,,,,
24,,,Dublin Airport,,13:20,,,,,,
,,,,,,,,,,,
23,,,Merrion Square,,14:50,,,,,,
,,,Constitution Hill (Stop #1619),15:25,,,,,,,
,Duty,418,Takes Bus 2 at 16:40 at Broadstone,,,,,,,,
,,,,,,,,,,,
,Duty,427,Takes up at 15:25 Constitution Hill,,,,,,,,
,,,Constitution Hill (Stop #1619),,15:25,,,,,,
23,,,Charlestown SC,,16:10,,,,,,
,,,,,,,,,,,
23,,,Merrion Square,,17:30,,,,,,
,,,Constitution Hill (Stop #1619),18:05,,,,,,,
,Duty,427,Takes Bus 14 at 19:05 at Broadstone,,,,,,,,
,,,,,,,,,,,
,Duty,423,Takes up at 18:05 Constitution Hill,,,,,,,,
,,,Constitution Hill (Stop #1619),,18:05,,,,,,
23,,,Charlestown SC,,18:55,,,,,,
,,,,,,,,,,,
24,,,Merrion Square,,20:00,,,,,,
,,,,,,,,,,,
24,,,Dublin Airport,,21:25,,,,,,
,,,Broadstone (Stop #190),22:15,,,,,,,
,Finish,Duty,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RUNNING BOARD,,,,,,,,,,,
BUS ATHA CLIATH   -   DUBLIN BUS,,,,,,,,,,,
Phibsboro Zone 4,,,,,,,,,,,
Routes 23/24,,,Phibsboro (007),Saturday,,,,,BUS 18,19.10.2025,
,,,,,,,,,,,
Route,,,Place,Arr,Dep,Route,,,Place,Arr,Dep
,,,,,,,,,,,
,Duty,406,Reports at 10:12,,,,,,,,
SPL,,,Departs Garage,,10:20,,,,,,
24,,,Dublin Airport,,11:00,,,,,,
,,,,,,,,,,,
23,,,Merrion Square,,12:30,,,,,,
,,,Constitution Hill (Stop #1619),13:05,,,,,,,
,Finish,Duty,,,,,,,,,
,,,,,,,,,,,
,Duty,422,Takes up at 13:05 Constitution Hill,,,,,,,,
,,,Constitution Hill (Stop #1619),,13:05,,,,,,
23,,,Charlestown SC,,13:50,,,,,,
,,,,,,,,,,,
24,,,Merrion Square,,15:00,,,,,,
,,,,,,,,,,,
24,,,Dublin Airport,,16:40,,,,,,
,,,Broadstone (Stop #190),17:40,,,,,,,
,Duty,422,Takes Bus 12 at 18:45 at Broadstone,,,,,,,,
,,,,,,,,,,,
,Duty,417,Takes up at 17:40 Broadstone,,,,,,,,
,,,Broadstone (Stop #190),,17:40,,,,,,
24,,,Merrion Square,,18:20,,,,,,
,,,,,,,,,,,
24,,,Dublin Airport,,19:55,,,,,,
,,,Broadstone (Stop #190),20:45,,,,,,,
,Finish,Duty,,,,,,,,,
,,,,,,,,,,,
,Duty,424,Takes up at 20:45 Broadstone,,,,,,,,
,,,Broadstone (Stop #190),,20:45,,,,,,
23,,,Merrion Square,,21:15,,,,,,
,,,,,,,,,,,
23,,,Charlestown SC,,22:30,,,,,,
,,,,,,,,,,,
SPL,,,Merrion Square,23:30,,,,,,,
,,,Phibsboro Garage,23:50,,,,,,,
,Finish,Duty,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
