shift,duty,report,depart,location,startbreak,startbreaklocation,breakreport,finishbreak,finishbreaklocation,finish,finishlocation,signoff,spread,work,relief
PZ1/76,007076,15:11:00,15:34:00,C1/C2-BWALK,19:19:00,C1/C2-BWALK,20:15:00,20:15:00,39A-BWALK,00:45:00,GARAGE,00:45:00,09:34:00,08:38:00
PZ1/77,007077,15:17:00,15:40:00,39A-ASTONQ,20:05:00,39A-ASTONQ,21:05:00,21:05:00,39A-ASTONQ,00:15:00,GARAGE,00:15:00,08:58:00,07:58:00
PZ1/78,007078,15:22:00,15:45:00,39A-BWALK,20:15:00,39A-BWALK,21:50:00,21:50:00,39-ASTONQ,01:05:00,GARAGE,01:05:00,09:43:00,08:08:00
PZ1/79,007079,15:32:00,15:55:00,39A-ASTONQ,18:45:00,39A-BWALK,19:40:00,19:40:00,39A-ASTONQ,00:30:00,GARAGE,00:30:00,08:58:00,08:03:00
PZ1/80,007080,15:34:00,15:57:00,C1/C2-ASTONQ,19:48:00,C1/C2-ASTONQ,20:55:00,20:55:00,39A-BWALK,01:00:00,GARAGE,01:00:00,09:26:00,08:19:00
PZ1/81,007081,15:57:00,16:20:00,39A-BWALK,20:15:00,GARAGE,22:05:00,22:25:00,39-BWALK,00:55:00,GARAGE,00:55:00,08:58:00,07:08:00
PZ1/82,007082,16:09:00,16:32:00,39-ASTONQ,20:07:00,39-BWALK,21:20:00,21:20:00,39-ASTONQ,00:40:00,GARAGE,00:40:00,08:31:00,07:18:00
PZ1/83,007083,16:10:00,16:13:00,GARAGE,18:38:00,GARAGE,19:45:00,20:05:00,39A-ASTONQ,00:55:00,GARAGE,00:55:00,08:45:00,07:38:00
PZ1/84,007084,16:10:00,16:13:00,GARAGE,17:37:00,C1/C2-ASTONQ,19:27:00,19:27:00,39-ASTONQ,00:20:00,GARAGE,00:20:00,08:10:00,06:20:00
PZ1/85,007085,16:17:00,16:40:00,39A-BWALK,18:20:00,39A-ASTONQ,19:25:00,19:25:00,C1/C2-ASTONQ,00:02:00,GARAGE,00:02:00,07:45:00,06:40:00
PZ1/86,007086,16:24:00,16:47:00,C1/C2-BWALK,20:05:00,GARAGE,21:45:00,22:05:00,39A-BWALK,00:40:00,GARAGE,00:40:00,08:16:00,06:36:00
PZ1/87,007087,16:44:00,16:47:00,GARAGE,18:02:00,39-ASTONQ,19:00:00,19:00:00,39A-ASTONQ,00:15:00,GARAGE,00:15:00,07:31:00,06:33:00
PZ1/1X,007151,06:35:00,06:43:00,Garage,11:22:00,Garage,15:32:00,15:52:00,39-BWALK,17:02:00,39-ASTONQ,17:22:00,10:47:00,06:37:00
PZ1/2X,007152,06:42:00,06:50:00,Garage,10:20:00,39A-ASTONQ,13:57:00,13:57:00,39-ASTONQ,17:17:00,39-BWALK,17:37:00,10:55:00,07:18:00
PZ1/3X,007153,06:44:00,06:52:00,Garage,10:27:00,39-ASTONQ,11:27:00,11:27:00,39-ASTONQ,16:02:00,39-ASTONQ,16:22:00,09:38:00,08:38:00
PZ1/4X,007154,06:52:00,07:00:00,Garage,10:30:00,39A-ASTONQ,11:50:00,11:50:00,39A-ASTONQ,15:55:00,39A-ASTONQ,16:15:00,09:23:00,08:03:00
PZ1/5X,007155,06:52:00,07:00:00,Garage,10:50:00,39A-BWALK,14:50:00,14:50:00,39A-ASTONQ,17:40:00,39A-BWALK,18:00:00,11:08:00,07:08:00
PZ1/6X,007156,06:52:00,07:00:00,Garage,10:15:00,Garage,13:40:00,14:00:00,39A-BWALK,18:25:00,39A-BWALK,18:45:00,11:53:00,08:28:00
PZ1/7X,007157,06:54:00,07:02:00,Garage,10:26:00,Garage,12:20:00,12:40:00,39A-ASTONQ,17:15:00,39A-ASTONQ,17:35:00,10:41:00,08:47:00
PZ1/8X,007158,06:59:00,07:07:00,Garage,10:47:00,Garage,15:22:00,15:25:00,Garage,18:38:00,C1/C2-ASTONQ,18:58:00,11:59:00,07:24:00
PZ1/9X,007159,07:02:00,07:10:00,Garage,09:10:00,39A-BWALK,10:51:00,10:51:00,1/C2-BWALK,15:57:00,C1/C2-ASTONQ,16:17:00,09:15:00,07:34:00
PZ1/10X,007160,07:02:00,07:10:00,Garage,11:00:00,39A-BWALK,14:51:00,14:51:00,1/C2-BWALK,18:34:00,C1/C2-BWALK,18:54:00,11:52:00,08:01:00
PZ1/11X,007161,07:03:00,07:11:00,Garage,10:34:00,C1/C2-ASTONQ,11:40:00,11:40:00,39A-ASTONQ,15:40:00,39A-ASTONQ,16:00:00,08:57:00,07:51:00
PZ1/12X,007162,07:07:00,07:15:00,Garage,10:35:00,Garage,13:57:00,14:17:00,39-BWALK,18:45:00,39-BWALK,19:05:00,11:58:00,08:36:00
PZ1/13X,007163,07:14:00,07:22:00,Garage,10:44:00,Garage,15:40:00,15:43:00,Garage,18:53:00,C1/C2-ASTONQ,19:13:00,11:59:00,07:03:00
PZ1/14X,007164,07:12:00,07:20:00,Garage,10:50:00,39A-ASTONQ,14:35:00,14:35:00,39A-ASTONQ,18:45:00,39A-ASTONQ,19:05:00,11:53:00,08:08:00
PZ1/15X,007165,07:17:00,07:25:00,Garage,10:45:00,Garage,14:50:00,15:10:00,39A-BWALK,19:15:00,Garage,19:15:00,11:58:00,07:53:00
PZ1/16X,007166,07:21:00,07:29:00,Garage,10:46:00,Garage,15:27:00,15:30:00,Garage,19:00:00,39A-ASTONQ,19:20:00,11:59:00,07:18:00
PZ1/17X,007167,07:24:00,07:32:00,Garage,11:27:00,39-ASTONQ,15:56:00,15:56:00,C1/C2-BWALK,19:03:00,Garage,19:03:00,11:39:00,07:10:00
PZ1/18X,007168,07:32:00,07:40:00,Garage,11:20:00,39A-ASTONQ,16:05:00,16:05:00,39A-ASTONQ,18:55:00,39A-BWALK,19:15:00,11:43:00,06:58:00
PZ1/19X,007169,07:39:00,08:02:00,C1/C2-ASTONQ,11:43:00,C1/C2-ASTONQ,16:18:00,16:18:00,C1/C2-BWALK,19:20:00,Garage,19:20:00,11:41:00,07:06:00
PZ1/20X,007170,07:47:00,08:10:00,39A-ASTONQ,12:10:00,39A-ASTONQ,16:05:00,16:05:00,39A-BWALK,17:50:00,39A-ASTONQ,18:10:00,10:23:00,06:28:00
PZ1/21X,007171,07:51:00,08:14:00,C1/C2-ASTONQ,11:24:00,Garage,16:07:00,16:10:00,Garage,19:40:00,Garage,19:40:00,11:49:00,07:06:00
PZ1/22X,007172,07:54:00,08:17:00,39-ASTONQ,12:27:00,39-ASTONQ,16:49:00,17:12:00,Garage,19:48:00,Garage,19:48:00,11:54:00,07:32:00
PZ1/23X,007173,08:12:00,08:20:00,Garage,11:50:00,39A-ASTONQ,15:20:00,15:20:00,39A-ASTONQ,19:40:00,39A-ASTONQ,20:00:00,11:48:00,08:18:00
PZ1/24X,007174,08:17:00,08:40:00,39A-ASTONQ,12:40:00,39A-ASTONQ,15:55:00,15:55:00,39A-BWALK,20:00:00,Garage,20:00:00,11:43:00,08:28:00
PZ1/25X,007175,08:19:00,08:42:00,39-BWALK,12:32:00,39-BWALK,16:39:00,17:02:00,Garage,19:12:00,39-BWALK,19:32:00,11:13:00,07:06:00
PZ1/26X,007176,08:22:00,08:30:00,Garage,12:00:00,39A-ASTONQ,16:09:00,16:32:00,Garage,19:04:00,Garage,19:04:00,10:42:00,06:33:00
PZ1/27X,007177,08:22:00,08:30:00,Garage,12:25:00,39A-BWALK,15:53:00,16:16:00,Garage,19:25:00,C1/C2-ASTONQ,19:45:00,11:23:00,07:55:00
PZ1/28X,007178,08:30:00,08:53:00,C1/C2-BWALK,12:06:00,C1/C2-BWALK,14:55:00,14:55:00,39A-BWALK,19:35:00,39A-BWALK,19:55:00,11:25:00,08:36:00
PZ1/29X,007179,08:34:00,08:57:00,39-BWALK,13:57:00,39-ASTONQ,16:23:00,16:46:00,Garage,19:10:00,Garage,19:10:00,10:36:00,08:10:00
PZ1/30X,007180,08:44:00,08:52:00,Garage,12:12:00,Garage,16:07:00,16:10:00,Garage,20:00:00,Garage,20:00:00,11:16:00,07:21:00
PZ1/31X,007181,09:07:00,09:30:00,39A-BWALK,13:40:00,39A-BWALK,18:08:00,18:08:00,C1/C2-ASTONQ,19:57:00,Garage,19:57:00,10:50:00,06:22:00
PZ1/32X,007182,09:07:00,09:30:00,39A-ASTONQ,13:20:00,39A-ASTONQ,17:01:00,17:24:00,Garage,20:00:00,Garage,20:00:00,10:53:00,07:12:00
PZ1/33X,007183,09:12:00,09:35:00,39A-ASTONQ,12:00:00,39A-BWALK,14:57:00,14:57:00,39-ASTONQ,19:27:00,39-ASTONQ,19:47:00,10:35:00,07:38:00
PZ1/34X,007184,09:47:00,10:10:00,39A-BWALK,14:00:00,39A-BWALK,15:25:00,15:25:00,39A-BWALK,19:35:00,Garage,19:35:00,09:48:00,08:23:00
PZ1/91,007091,18:15:00,18:38:00,C1/C2-ASTONQ,20:17:00,GARAGE,21:30:00,21:50:00,39A-ASTONQ,02:40:00,39A-BWALK,03:00:00,08:45:00,07:32:00
PZ1/92,007092,18:22:00,18:45:00,39A-ASTONQ,22:20:00,39A-ASTONQ,23:45:00,23:45:00,39A-ASTONQ,02:25:00,39A-ASTONQ,02:45:00,08:23:00,06:58:00
PZ1/93,007093,18:30:00,18:53:00,C1/C2-ASTONQ,20:37:00,GARAGE,22:00:00,22:20:00,39A-ASTONQ,03:10:00,39A-BWALK,03:30:00,09:00:00,07:37:00
PZ1/94,007094,18:56:00,19:19:00,C1/C2-BWALK,22:35:00,GARAGE,23:40:00,00:00:00,39A-ASTONQ,02:55:00,39A-ASTONQ,03:15:00,08:19:00,07:14:00
PZ1/95,007095,19:12:00,19:35:00,39A-BWALK,00:00:00,39A-ASTONQ,02:25:00,02:25:00,39A-ASTONQ,05:10:00,GARAGE,05:10:00,09:58:00,07:33:00
PZ1/96,007096,19:25:00,19:48:00,C1/C2-ASTONQ,00:32:00,GARAGE,02:20:00,02:40:00,39A-BWALK,05:15:00,GARAGE,05:15:00,09:50:00,08:02:00
PZ1/97,007097,20:57:00,21:20:00,39-ASTONQ,01:50:00,GARAGE,02:50:00,03:10:00,39A-BWALK,05:45:00,GARAGE,05:45:00,08:48:00,07:48:00
PZ1/98,007098,21:07:00,21:10:00,GARAGE,23:45:00,39A-ASTONQ,01:55:00,01:55:00,39A-ASTONQ,06:05:00,GARAGE,06:05:00,08:58:00,06:48:00
PZ1/99,007099,21:12:00,21:35:00,39A-BWALK,01:55:00,39A-ASTONQ,02:55:00,02:55:00,39A-ASTONQ,05:40:00,GARAGE,05:40:00,08:28:00,07:28:00
PZ1/100,007100,21:14:00,21:37:00,C1/C2-ASTONQ,23:03:00,GARAGE,00:57:00,01:00:00,GARAGE,06:05:00,GARAGE,06:05:00,08:51:00,06:57:00
